latitude,longitude,landslide_trigger,landslide_setting,landslide_category
44.1228,-122.3992,rain,,landslide
18.4674,-72.5738,downpour,,complex
24.959,121.4479,tropical_cyclone,,mudslide
-23.0085,-43.527,downpour,,landslide
-45.858,-67.5078,downpour,,mudslide
-33.9738,18.3715,rain,,rock_fall
36.8755,-83.1497,continuous_rain,,mudslide
43.6736,20.1007,,natural_slope,other
57.616,-4.69,,above_road,landslide
-7.7085,110.0076,downpour,,landslide
-36.8631,174.7821,downpour,above_road,landslide
44.0617,-123.8257,,above_road,landslide
36.6195,-83.9526,downpour,,landslide
53.8822,-0.1391,,bluff,landslide
45.9605,-123.1673,,above_road,landslide
43.4205,-115.6043,downpour,,mudslide
10.3163,123.8529,downpour,,landslide
19.17377751,72.88274367,continuous_rain,urban,landslide
28.7236,82.1515,downpour,,landslide
32.2282,77.1898,continuous_rain,,landslide
44.9179,-93.1255,rain,bluff,rock_fall
-8.3919,115.6018,downpour,,landslide
-8.8559,121.6536,rain,,landslide
28.6167,82.6167,rain,,landslide
-17.98741703,178.39647273,downpour,above_road,landslide
34.2451,35.9814,downpour,urban,landslide
33.9805,-117.2564,downpour,natural_slope,debris_flow
28.2627,103.5712,downpour,,landslide
18.4757,-69.914,,,landslide
24.6929,121.7195,tropical_cyclone,,landslide
36.548,-84.1469,,above_road,rock_fall
53.3319,-132.4149,downpour,above_road,mudslide
27.9869,84.2765,,above_road,landslide
26.9722,88.4481,downpour,,landslide
1.8203,98.8162,downpour,,landslide
40.5071,-79.7401,downpour,,landslide
9.9189,-84.4693,rain,above_road,rock_fall
37.8525,-81.073,,above_road,landslide
50.6221,-2.4461,downpour,bluff,creep
37.65203,-121.9822913,downpour,above_road,landslide
37.91538871,-121.8915772,rain,above_road,mudslide
45.29581188,-114.60457967,snowfall_snowmelt,above_river,rock_fall
38.0526819,-122.68658446,downpour,above_road,mudslide
39.32151816,-120.42355343,rain,above_road,mudslide
40.6850016,-122.04245602,rain,above_road,mudslide
38.359775,-122.200994,rain,above_road,rock_fall
40.923534,-123.693787,,above_road,rock_fall
31.01260519,78.88449525,downpour,above_road,landslide
36.272728,-121.81642,,above_road,landslide
8.64700161,124.77493464,downpour,above_road,landslide
37.10839705,-122.11469549,rain,engineered_slope,mudslide
-19.330294,48.977796,downpour,,landslide
62.12022162,7.09555556,,above_coast,landslide
-6.09532733,145.02236,rain,above_road,landslide
19.17041801,73.02151508,rain,above_road,landslide
37.08229788,-121.97646105,rain,above_road,mudslide
-6.50226004,147.06171036,downpour,natural_slope,landslide
37.11761054,-122.08590223,rain,above_road,landslide
-35.62543214,174.53708366,rain,above_road,landslide
47.734742,-122.285041,rain,above_road,landslide
-8.168861,112.164807,rain,natural_slope,landslide
-17.57752959,-149.58155897,downpour,natural_slope,landslide
45.91520389,-123.96476184,rain,above_road,landslide
44.12206433,-122.41242629,rain,above_road,landslide
11.28577212,11.31096571,downpour,,mudslide
38.77856835,-120.26139763,rain,above_road,mudslide
20.66346651,-156.04242998,rain,bluff,rock_fall
50.36554226,-121.23869852,rain,above_road,mudslide
4.470971,101.379313,rain,above_road,landslide
35.117392,-113.907046,,above_road,rock_fall
25.43807422,91.79904872,continuous_rain,natural_slope,landslide
49.454804,-2.621487,downpour,above_road,landslide
3.48890152,97.78388889,rain,natural_slope,mudslide
39.41631217,-85.01283147,freeze_thaw,retaining_wall,landslide
36.2210159,-84.08529924,downpour,above_road,landslide
-18.08435942,178.46030023,downpour,engineered_slope,landslide
36.27317631,51.24268766,rain,above_road,landslide
33.32657967,-117.1616583,rain,above_road,mudslide
19.603396,105.219712,downpour,natural_slope,landslide
-36.95034055,174.64940785,rain,natural_slope,landslide
51.23626124,-118.98318989,rain,above_road,landslide
33.968473,-116.950975,rain,above_road,mudslide
18.11255566,-76.88228049,continuous_rain,above_road,landslide
43.82083244,-114.25829042,snowfall_snowmelt,natural_slope,landslide
22.84756674,91.95656252,rain,,landslide
25.73111942,93.98827528,continuous_rain,above_road,landslide
44.62725474,-123.96750872,rain,above_road,landslide
50.36904678,-121.66734357,snowfall_snowmelt,above_road,rock_fall
33.38630872,130.93753543,tropical_cyclone,above_road,landslide
11.78127207,78.19387995,construction,above_road,landslide
-0.53403763,36.86380937,continuous_rain,natural_slope,landslide
-29.4722515,153.14319195,tropical_cyclone,above_river,landslide
36.4942495,-118.82376707,rain,above_road,rock_fall
28.308297,83.174393,no_apparent_trigger,above_road,landslide
45.46335183,-75.50676961,continuous_rain,above_river,landslide
-2.61869387,-78.91576871,downpour,above_road,landslide
48.012132,-118.919306,continuous_rain,above_road,landslide
49.2285377,-121.68308903,rain,natural_slope,debris_flow
49.85653873,6.63793334,rain,below_road,landslide
47.85340486,8.42723095,rain,natural_slope,landslide
46.90210979,10.47571099,,above_road,rock_fall
47.55094045,10.21066211,rain,natural_slope,translational_slide
51.063668,-115.397891,,natural_slope,rock_fall
23.73672831,92.7516868,continuous_rain,mine,landslide
35.43231954,-82.24950768,downpour,retaining_wall,landslide
49.48395939,-119.52607154,rain,above_road,mudslide
41.72253164,-77.44038565,rain,above_road,landslide
38.36491599,-78.55522429,downpour,above_road,mudslide
34.43134194,75.74123394,rain,above_road,landslide
46.36320328,9.36688991,no_apparent_trigger,natural_slope,rock_fall
14.500184,-91.3336866,downpour,,landslide
-19.04126765,178.17039533,downpour,above_road,landslide
35.46364432,-82.28151271,downpour,above_road,landslide
14.84956867,120.39469253,construction,engineered_slope,landslide
-45.87956885,170.55163987,downpour,above_road,mudslide
42.07545754,21.49623889,rain,,rotational_slide
40.47318351,-79.97726843,continuous_rain,above_road,landslide
50.56316778,14.01003669,rain,mine,landslide
41.8227443,20.877217,rain,,translational slide
18.75631569,100.90796926,downpour,natural_slope,mudslide
22.88103189,93.2029238,,deforested_slope,landslide
22.87980861,93.54299738,,deforested_slope,landslide
22.8739754,93.53251686,,deforested_slope,landslide
22.8341935,93.54039932,,,landslide
19.60919301,94.5684736,,deforested_slope,landslide
19.7293273,94.36486956,,,landslide
19.65890761,94.00708727,,deforested_slope,landslide
18.74080871,94.67605827,,burned_area,landslide
18.73330399,94.68526136,,burned_area,landslide
18.73696113,94.68785932,,burned_area,landslide
18.73287623,94.68351296,,burned_area,landslide
18.72930122,94.68427323,,burned_area,landslide
18.72081717,94.6762721,,burned_area,landslide
18.71767518,94.68544469,,burned_area,landslide
18.71549311,94.69251298,,burned_area,landslide
18.71692751,94.70372574,,burned_area,landslide
18.71798136,94.70949051,,burned_area,landslide
18.71878344,94.70959999,,burned_area,landslide
18.72018382,94.72796848,,burned_area,landslide
18.711702,94.67504294,,burned_area,landslide
18.70095583,94.69106791,,burned_area,landslide
18.72613931,94.69085651,,burned_area,landslide
18.74780759,94.67828715,,burned_area,landslide
18.70516742,94.67835172,,burned_area,landslide
18.76637667,94.71293744,,burned_area,landslide
18.76567596,94.68294291,,burned_area,landslide
18.76459088,94.684822,,burned_area,landslide
18.77494042,94.67969185,,burned_area,landslide
18.75303113,94.69718302,,burned_area,landslide
18.76971083,94.6813947,,burned_area,landslide
18.72846916,94.68901469,,burned_area,landslide
18.72364579,94.67336488,,burned_area,landslide
18.71814459,94.73154454,,burned_area,landslide
18.76778533,94.69491403,,burned_area,landslide
18.75979527,94.70865039,,burned_area,landslide
18.76157743,94.71020961,,burned_area,landslide
18.76003364,94.71899004,,burned_area,landslide
18.75615024,94.72052331,,burned_area,landslide
18.76583181,94.72935395,,burned_area,landslide
18.62969124,94.81181669,,,landslide
16.20291258,98.55591863,,,landslide
17.74042407,94.82651874,,,landslide
18.06853011,95.00359748,,,landslide
18.07038606,95.03592741,,,landslide
18.38019142,94.96116802,,above_river,landslide
18.37484373,94.62208491,,,landslide
18.25138547,94.77350382,,,landslide
18.21319019,94.71454324,,,landslide
18.22311419,96.42883992,,below_road,landslide
10.01103774,98.24328814,,,landslide
10.39808625,98.646815,,,landslide
13.10489608,98.85584957,,,landslide
13.63351918,98.71985402,,,landslide
13.65542328,98.65732111,,,landslide
10.00668,98.24128357,,,landslide
9.98715246,98.25696836,,,landslide
14.23268025,98.57323128,,,landslide
19.82759946,97.72518876,,,landslide
24.09029342,97.63692285,,,landslide
24.42830815,97.10801055,,deforested_slope,landslide
21.77346605,92.59867302,,,landslide
21.71115327,92.60498572,,,landslide
22.01203557,92.83045986,,,landslide
22.49181173,93.58051385,,,landslide
22.51654134,93.60462417,,above_road,landslide
21.12667356,92.62289556,,,landslide
20.67540998,92.53753987,,,landslide
20.81590941,92.8799452,,,landslide
20.79270969,93.14555227,,,landslide
20.7411836,93.17158428,,,landslide
20.62967264,99.96650668,,mine,landslide
20.62024058,99.96541627,,mine,landslide
25.70067213,97.45916956,,above_river,landslide
25.66452526,97.43484235,,,landslide
25.6802945,97.44175239,,,landslide
21.1455652,92.62244304,,,landslide
21.45206892,93.98177553,,deforested_slope,landslide
21.71356332,93.82596539,,,landslide
21.70608051,93.83042574,,,landslide
21.37085464,93.0916346,,,landslide
21.3988958,93.12738891,,,landslide
18.48196866,96.08553386,,,landslide
18.28616164,97.01508445,,,landslide
12.69422312,98.96466592,,deforested_slope,landslide
13.36418389,98.95134817,,,landslide
13.35676301,99.11185473,,,landslide
13.36418058,99.10025702,,,landslide
13.34995734,99.12463461,,,landslide
13.35653781,99.1286326,,,landslide
13.25010641,99.06790612,,,landslide
13.24799305,99.05811183,,,landslide
26.08826568,97.21619589,,,landslide
26.09494322,97.22464626,,,landslide
26.12800732,97.63661878,,,landslide
26.36138596,97.21171353,,,landslide
21.11910078,98.90869079,,deforested_slope,landslide
21.1365226,98.90613072,,,landslide
15.10870727,97.99414694,,,landslide
15.15574283,97.95740088,,,landslide
15.14526363,97.94849399,,,landslide
15.14304101,97.94349011,,,landslide
15.14215335,97.94360199,,,landslide
15.16622807,97.94470144,,,landslide
15.16692441,97.93057262,,,landslide
15.17720282,97.93142422,,,landslide
15.15088705,97.94910239,,,landslide
15.14065476,97.94299597,,,landslide
15.13612472,97.9424865,,,landslide
15.1555698,97.96662699,,,landslide
15.14393376,97.95364412,,,landslide
15.1384903,97.9533624,,,landslide
15.13436828,97.95066091,,,landslide
15.13088534,97.95103473,,,landslide
15.16291659,97.97818312,,,landslide
15.13176829,97.96348682,,,landslide
15.13130217,97.9611525,,,landslide
15.12833329,97.95661954,,,landslide
21.15732082,93.79863288,,deforested_slope,landslide
21.1524849,93.75778422,,deforested_slope,landslide
19.65994706,94.15749405,,,landslide
19.65170133,94.14830811,,,landslide
19.64508558,94.14763676,,,landslide
19.63299526,94.15025375,,,landslide
19.60424497,94.21904888,,above_river,landslide
19.56985914,94.25542914,,above_river,landslide
19.04052799,94.6683173,,,landslide
19.04118441,94.66735269,,,landslide
19.00590578,94.70998741,,,landslide
17.00493099,98.14853771,,,landslide
11.74617243,98.03402264,,,landslide
40.49435952,-80.04515948,snowfall_snowmelt,above_road,landslide
39.98178647,-105.1527078,flooding,deforested_slope,creep
36.730805,-108.290219,no_apparent_trigger,bluff,rock_fall
25.533595,94.133345,continuous_rain,natural_slope,mudslide
-16.573447,145.511484,,above_road,rock_fall
-0.7,28.9,,,Landslide
-3.412,29.127,Rain,,Mudslide
-2.1,28.9,Rain,,Landslide
-1.4,28.81,Rain,,Landslide
-2.49,28.848,Earthquake,,Landslide
0.133,29.271,,,Landslide
-2.218,29.007,,,Landslide
-1.788,29.004,Rain,,Landslide
-2.519,28.845,,,Landslide
-2.519,28.862,Rain,,Landslide
-2.529,28.857,Rain,,Landslide
-2.067,28.563,Rain,,Landslide
-2.019,28.907,,,Landslide
-2.523,28.857,Rain,,Landslide
-2.496,28.89,,,Other
-2.019,28.906,,,Debris flow
-1.756,30.02,,,Landslide
-1.647,29.505,,,Landslide
-2.007,29.662,Rain,,Mudslide
-1.611,29.499,,,Landslide
-2.183,29.918,Rain,,Landslide
-1.7,29.796,Rain,,Mudslide
0.587,30.256,Rain,,Landslide
-1.18,30.119,Rain,,Complex
0.083,29.86,Rain,,Mudslide
0.117,30.017,,,Landslide
0.2,30.01,Rain,,Flood
-0.45,30.393,Rain,,Mudslide
-7.336586,110.015902,downpour,natural_slope,landslide
-7.563372,109.869123,downpour,above_road,landslide
34.3852,132.4592,downpour,,landslide
-23.01374445,-44.32249842,downpour,,mudslide
27.6558,88.605,downpour,,landslide
25.7658,93.9413,rain,,mudslide
26.324724,94.514651,rain,,landslide
43.10590179,-72.44447441,downpour,above_road,mudslide
26.90298048,88.29518925,continuous_rain,above_road,landslide
27.878121,85.143062,,,landslide
23.19807165,94.29816252,,above_road,rock_fall
9.94928114,118.8014459,rain,natural_slope,landslide
30.33597362,79.31958144,rain,natural_slope,landslide
22.25721598,114.20927207,tropical_cyclone,above_road,landslide
-9.63205844,160.17818389,rain,natural_slope,landslide
13.94370273,-61.03728637,,natural_slope,rock_fall
25.907233,91.881892,rain,urban,landslide
18.52049393,-74.19608968,rain,other,landslide
25.67061161,94.11844319,continuous_rain,urban,landslide
24.32420539,93.15020652,downpour,above_road,landslide
26.92110789,103.27687176,rain,above_road,landslide
15.68638494,74.16234114,continuous_rain,above_road,landslide
42.62244921,18.18030889,leaking_pipe,above_road,landslide
25.660517,94.104931,rain,natural_slope,mudslide
10.679445,-61.521836,rain,urban,landslide
16.574445,120.732714,continuous_rain,,landslide
31.45206,78.401303,rain,natural_slope,landslide
27.08168565,93.60815652,continuous_rain,natural_slope,landslide
33.08146902,75.29750088,downpour,above_road,landslide
44.83733551,-109.57391431,,above_road,rock_fall
39.81020345,69.52794225,rain,,mudslide
28.239,82.9415,rain,natural_slope,landslide
26.14547804,91.79364785,continuous_rain,urban,landslide
18.0083,-76.4394,downpour,,landslide
45.4385,-123.9488,,above_road,landslide
47.8907,-117.6865,downpour,,mudslide
52.6901,-3.8666,rain,,complex
9.1464,-83.3268,,above_road,landslide
57.6778,-2.2651,rain,,landslide
-17.8893,178.4779,downpour,,landslide
11.989,108.9881,downpour,,landslide
43.6712,-123.6521,downpour,,landslide
33.334,75.7627,downpour,,landslide
8.5091,123.2981,downpour,,landslide
42.1823,-110.1843,downpour,,mudslide
34.0615,-118.9774,rain,above_road,debris_flow
34.166,73.1983,monsoon,,landslide
10.4393,-66.815,downpour,,landslide
47.5704,-122.2337,downpour,,landslide
1.4499,-77.3834,downpour,,mudslide
46.9959,-123.8975,rain,above_road,landslide
16.5132,120.8246,continuous_rain,above_road,landslide
28.5919,105.6975,downpour,,landslide
34.2256,73.673,downpour,,landslide
13.3864,-86.6146,rain,above_road,landslide
-36.7929,175.0955,tropical_cyclone,,complex
-32.8902,-68.844,downpour,,mudslide
28.8389,82.2873,rain,,landslide
21.5782,103.3984,downpour,,landslide
36.2225,72.1934,downpour,,landslide
28.3466,85.0058,monsoon,,landslide
10.3789,123.8514,tropical_cyclone,,landslide
44.399,-123.8654,,above_road,landslide
24,121.56,tropical_cyclone,,landslide
3.1797,101.6757,downpour,mine,landslide
39.625,-106.4879,rain,,mudslide
34.1933,-112.1327,downpour,,mudslide
61.5666,6.45,snowfall_snowmelt,,complex
45.01,-123.9039,downpour,,landslide
29.1376,118.4155,,,landslide
23.591,92.9296,downpour,,landslide
30.7313,78.4358,rain,above_road,rock_fall
28.3742,83.5214,downpour,,landslide
45.087,-122.0578,rain,,mudslide
32.5205,130.4431,downpour,,mudslide
26.8722,87.3303,continuous_rain,,landslide
7.4227,80.6309,downpour,,landslide
-9.5744,160.1445,rain,,landslide
43.6511,-123.8817,downpour,,landslide
44.7568,-122.4789,,above_road,landslide
-6.3,147.6,downpour,,landslide
38.9625,-121.0526,downpour,,mudslide
6.53461401,5.86870611,,above_road,mudslide
30.7467,78.4517,downpour,,landslide
27.5161,88.5575,,,landslide
41.0752,-74.5894,downpour,,mudslide
26.0746,97.3668,mining,mine,landslide
19.6699,73.5111,rain,,landslide
28.9205,95.3429,continuous_rain,above_road,landslide
35.7356,-106.765,,above_road,rock_fall
8.2101,126.2848,downpour,,landslide
4.9751,115.9243,downpour,,landslide
42.0855,-76.0213,,above_road,rock_fall
43.3207,-72.0358,rain,,rock_fall
48.6226,21.3669,downpour,urban,landslide
13.4952,123.6166,tropical_cyclone,,landslide
47.5244,12.4306,downpour,,mudslide
23.7118,90.4077,downpour,,landslide
53.29,-1.4425,continuous_rain,,landslide
34.0876,74.0225,downpour,,landslide
-1.2247,116.8785,downpour,,landslide
-29.7736,151.1112,rain,,landslide
34.514,104.149,earthquake,,landslide
47.413,-122.0488,rain,above_river,mudslide
29.6095,79.6628,downpour,,landslide
29.3631,115.4786,rain,,landslide
48.1411,-53.9059,tropical_cyclone,bluff,landslide
40.3782,-79.9213,downpour,,mudslide
15.3239,108.69,downpour,,landslide
45.5317,-122.2527,,above_road,landslide
44.8383,-123.9725,downpour,above_road,landslide
8.7415,-82.5175,downpour,,landslide
33.242,75.231,rain,,landslide
44.6993,-122.2134,,above_road,landslide
24.3083,91.7333,downpour,,mudslide
35.2059,107.7984,downpour,,landslide
33.1847,75.8062,downpour,,landslide
20.92263267,92.23064284,downpour,,landslide
30.9044,77.0969,downpour,,landslide
43.0266,-76.3302,downpour,,mudslide
26.6842,100.7508,downpour,,landslide
6.9698,81.039,downpour,,landslide
33.6941,73.0399,rain,mine,other
45.9951,-122.877,,above_road,landslide
37.5665,126.978,monsoon,,landslide
40.5755,-79.8282,downpour,,landslide
3.1857,101.7673,downpour,,landslide
38.647,-109.9818,downpour,,landslide
42.3946,-122.2137,,above_road,landslide
47.6177,-122.2818,downpour,,landslide
-7.7235,110.0302,downpour,,landslide
44.3104,-123.6315,,above_road,landslide
39.0718,-120.9641,rain,above_road,other
43.3172,-122.8293,,above_road,landslide
-6.9857,107.1424,downpour,,complex
37.6954,-119.7269,rain,above_road,rock_fall
38.3989,-81.585,,above_road,landslide
10.8111,122.2686,tropical_cyclone,,complex
13.8703,-89.8486,tropical_cyclone,,mudslide
34.2074,-118.1258,downpour,,debris_flow
33.8763,-117.6602,rain,deforested_slope,mudslide
34.0666,-118.9962,downpour,burned_area,mudslide
63.562,-149.6437,freeze_thaw,,landslide
45.2076,-123.8864,,above_road,landslide
16.9332,120.4786,downpour,,landslide
37.1995,-80.0628,rain,,landslide
1.4145,35.3574,downpour,,landslide
-36.9516,174.57,,natural_slope,landslide
31,77.12,monsoon,,complex
20.5349,73.1703,rain,,landslide
40.6235,-111.7443,rain,above_road,rock_fall
45.678,-120.8065,,above_road,landslide
37.5588,-105.135,downpour,,mudslide
13.8176,-85.688,rain,,landslide
28.4659,95.86,downpour,,landslide
45.5317,-122.2571,,above_road,landslide
54.4884,-0.5974,,bluff,landslide
44.4635,-123.509,,above_road,landslide
-2.7571,121.0874,downpour,,landslide
44.6276,-123.9969,,above_road,landslide
44.5397,-123.381,,above_road,landslide
44.5268,-119.6313,,above_road,landslide
37.1409,101.5121,,urban,landslide
43.1843,-124.2455,,above_road,landslide
16.3562,120.7084,downpour,,landslide
22.7672,105.9839,downpour,deforested_slope,landslide
32.6848,130.5807,downpour,natural_slope,landslide
32.8471,-117.2527,downpour,,mudslide
46.79,-120.8718,downpour,,mudslide
44.8065,-119.9384,,above_road,landslide
24.9818,93.5142,monsoon,other,mudslide
13.8328,-61.0535,tropical_cyclone,,landslide
47.98,-122.2019,downpour,above_road,mudslide
37.6824,-82.7776,downpour,above_road,mudslide
44.107,-122.6763,,above_road,landslide
30.7386,79.4954,continuous_rain,above_road,debris_flow
8.8543,-82.1825,rain,above_road,mudslide
11.2993,76.9354,rain,,landslide
45.5389,-122.2429,,above_road,landslide
44.4197,8.5282,downpour,,landslide
44.9817,-93.2659,continuous_rain,,mudslide
44.6907,-122.02,,above_road,landslide
44.6336,-123.4284,,above_road,landslide
45.2814,-120.2926,,above_road,landslide
50.39136664,-121.27665489,downpour,above_road,mudslide
-22.2173,-42.7169,downpour,,landslide
10.6901,-61.5191,,above_road,rock_fall
43.1372,-79.0415,downpour,,rock_fall
-6.5817,106.7895,rain,,landslide
11.2027,-60.6372,rain,,landslide
34.4406,-97.128,tropical_cyclone,above_road,landslide
38.907,-77.0874,downpour,,mudslide
-21.1313,148.4943,downpour,,landslide
25.203,90.5573,continuous_rain,natural_slope,translational_slide
28.67,115.89,downpour,,landslide
15.954,120.9766,tropical_cyclone,above_road,landslide
24.4638,92.4943,continuous_rain,natural_slope,landslide
46.1185,-123.2275,,above_road,landslide
17.4038,121.1891,rain,,landslide
37.0937,-119.7531,rain,above_road,rock_fall
26.0814,94.803,downpour,,landslide
44.624,-123.5551,,above_road,landslide
37.5715,-82.6473,downpour,deforested_slope,mudslide
48.4632,-124.0862,downpour,,mudslide
37.2506,43.6143,rain,,landslide
-2.5338,140.7058,rain,,landslide
24.9045,116.8552,tropical_cyclone,,landslide
39.9638,-111.2517,downpour,,mudslide
-22.9529,-43.2631,downpour,,landslide
7.21795331,126.15138371,downpour,mine,mudslide
20.92931962,92.22263842,downpour,,landslide
21.3684,-157.7892,,above_road,mudslide
48.7489,-113.7718,rain,above_road,landslide
-0.3536,34.8078,downpour,,landslide
34.8695,-85.521,downpour,,mudslide
8.787,-82.344,downpour,,complex
20.1544,-98.1993,tropical_cyclone,,landslide
9.9771,98.7176,monsoon,above_road,mudslide
45.334,-122.5794,,natural_slope,landslide
26.9318,87.3201,continuous_rain,,landslide
37.2821,-107.8751,,natural_slope,rock_fall
37.9948,-108.0294,downpour,above_road,mudslide
2.9523,98.9765,continuous_rain,above_road,landslide
25.6172,96.3005,downpour,mine,other
-3.99,-79.205,downpour,,landslide
45.897,-123.5356,,above_road,landslide
24.1293,92.6921,rain,,landslide
43.4026,-115.5605,downpour,,mudslide
39.1072,-84.5657,rain,,landslide
43.3166,12.8788,downpour,,landslide
42.7235,23.2389,,above_road,landslide
27.124,104.7281,downpour,,landslide
38.8416,-104.8618,rain,above_road,mudslide
25.15,121.55,tropical_cyclone,,mudslide
43.9585,6.699,snowfall_snowmelt,above_road,rock_fall
30.3642,79.3158,rain,,landslide
26.6597,106.7157,rain,,landslide
29.3083,80.5792,downpour,,landslide
64.0005,-149.1366,,above_road,rock_fall
44.4216,-121.8784,,above_road,landslide
5.4661,100.2743,downpour,,landslide
44.9258,-123.0521,,above_road,rock_fall
25.1472,91.7483,mining,mine,mudslide
16.4664,120.5746,tropical_cyclone,,landslide
50.6082,-118.8419,rain,above_river,debris_flow
35.4134,-83.1068,downpour,,landslide
-18.9481,48.3774,tropical_cyclone,above_road,landslide
1.4394,34.3082,downpour,,landslide
20.5667,105.9,rain,,landslide
40.21,-80.5741,continuous_rain,above_road,landslide
-7.4001,109.6666,rain,,landslide
12.3484,-84.7928,continuous_rain,,landslide
37.4814,-82.5186,rain,,landslide
38.196,15.5445,downpour,,mudslide
14.0007,-89.4691,rain,,landslide
27.1034,93.6885,downpour,,landslide
10.6487,-61.4954,downpour,,landslide
31.5771,103.7368,downpour,,landslide
27.5742,85.1509,,above_road,landslide
48.3626,-120.4339,rain,above_road,landslide
31.0595,109.0381,downpour,,landslide
-36.7056,146.8154,downpour,,complex
37.9176,-82.4895,rain,above_road,mudslide
40.4445,-111.7078,downpour,,mudslide
22.6239,91.6743,tropical_cyclone,,landslide
39.0715,-107.1995,downpour,,mudslide
-33.9595,18.377,rain,,landslide
23.0137,91.7174,downpour,,mudslide
53.30801118,-0.93190356,downpour,above_road,landslide
40.3911,-80.0766,rain,,complex
40.31,47.56,,,landslide
45.0915,-123.7641,,above_road,landslide
40.69,30.458,downpour,,landslide
38.4316,-106.1009,rain,above_road,mudslide
42.9179,-124.1107,,above_road,landslide
13.8193,124.1754,tropical_cyclone,,landslide
18.7723,99.2853,downpour,above_road,landslide
-10.3038,150.4476,rain,,landslide
11.2084,-60.7582,downpour,,landslide
0.6301,30.0355,downpour,,landslide
43.3215,22.0726,rain,above_road,landslide
37.4563,-82.4223,downpour,,complex
38.4837,111.2345,mining,,landslide
46.1836,-123.8203,rain,below_road,landslide
47.4296,-122.5337,downpour,above_road,debris_flow
43.6492,-123.6629,,above_road,landslide
43.2436,25.0328,no_apparent_trigger,natural_slope,rock_fall
25.0333,98.4667,rain,,landslide
-38.551,146.196,rain,below_road,landslide
25.5114,90.215,downpour,urban,landslide
10.3607,123.8842,rain,deforested_slope,landslide
27.9167,83.0833,rain,,landslide
44.0428,-123.8772,downpour,,landslide
11.2965,-60.6312,rain,,landslide
44.0229,-123.9079,,above_road,landslide
27.9911,82.3018,downpour,,landslide
28.3921,82.4696,downpour,,landslide
30.7314,78.4347,downpour,,debris_flow
9.0891,99.8589,downpour,,complex
5.1749,-75.9712,downpour,,landslide
28.2653,83.6032,downpour,,landslide
28.266,84.8942,continuous_rain,above_river,landslide
37.4053,-122.2577,rain,above_road,debris_flow
32.216,106.675,downpour,,
30.7635,105.7051,tropical_cyclone,,mudslide
47.803,-122.3941,rain,above_road,mudslide
47.488,-122.3633,rain,above_road,landslide
18.2,120.65,tropical_cyclone,,landslide
46.1199,-123.3467,,above_road,landslide
44.3999,-122.4303,,above_road,landslide
-7.3674,109.7303,rain,,landslide
12.1639,107.4326,downpour,,landslide
-44.0582,169.3808,downpour,above_road,landslide
40.4327,-80.0383,downpour,,landslide
6.0581,116.2824,rain,,mudslide
35.7108,-83.4998,downpour,,landslide
27.8883,85.5097,,above_road,landslide
18.4149,121.0495,downpour,,landslide
30.4559,106.6332,downpour,,landslide
45.9608,-123.9244,,above_road,landslide
3.1623,101.7444,rain,,landslide
44.4216,-121.8784,,above_road,landslide
33.0716,74.839,continuous_rain,above_road,landslide
42.0819,-122.5921,,above_road,landslide
25.5265,93.8673,downpour,,landslide
24.7837,121.5308,tropical_cyclone,,landslide
34.4399,-119.6615,downpour,,mudslide
10.7603,-61.4578,downpour,,landslide
-0.3264,100.1535,rain,,landslide
36.0282,74.548,earthquake,,landslide
43.6539,-123.8148,,above_road,landslide
-2.6857,118.8947,rain,,landslide
5.0343,-75.3723,downpour,,landslide
43.0421,-91.1811,rain,,landslide
8.9607,99.8832,downpour,natural_slope,debris_flow
49.3478,-123.1897,construction,,landslide
24.819,94.3551,continuous_rain,below_road,landslide
12.89163444,74.88548779,downpour,above_road,landslide
47.5944,-122.3881,rain,,mudslide
41.8907,44.7519,rain,,mudslide
50.9001,0.4864,rain,,landslide
44.5395,-123.3807,,above_road,landslide
44.19,-72.4914,downpour,,mudslide
34.6987,135.8019,rain,,landslide
-22.82,-43.1789,downpour,urban,landslide
46.0411,-123.2481,,above_road,landslide
44.4677,-123.5014,,above_road,landslide
47.5571,-122.39,,above_road,mudslide
32.7327,74.8556,downpour,,landslide
52.87,-118.2704,,above_road,other
34.2425,-117.0219,downpour,,complex
-38.1951,145.134,downpour,above_road,rock_fall
43.3181,-123.0611,rain,,landslide
45.3619,-122.3648,,,landslide
25.5006,90.0896,rain,,landslide
7.9015,123.7719,downpour,,landslide
40.8308,14.43,downpour,natural_slope,landslide
26.1662,91.7138,rain,,landslide
43.6164,-122.1355,,above_road,landslide
19.0603,-97.1009,tropical_cyclone,,landslide
26.1324,91.8342,rain,,landslide
21.4758,101.5675,downpour,,debris_flow
14.6283,-90.5324,,urban,other
18.5061,99.2357,downpour,,mudslide
9.8815,-83.9401,downpour,urban,landslide
-18.1347,178.4267,rain,urban,landslide
-7.3196,109.7856,rain,,landslide
16.3597,120.5634,tropical_cyclone,,landslide
16.4244,120.678,tropical_cyclone,,landslide
15.4123,74.2664,downpour,,landslide
25.8702,94.7844,downpour,retaining_wall,landslide
27.2284,111.8963,,above_road,landslide
47.645,-122.416,rain,,landslide
33.6846,74.2453,snowfall_snowmelt,,mudslide
48.4608,-123.5437,,,landslide
28.0257,85.7262,earthquake,natural_slope,landslide
29.5687,82.2837,continuous_rain,,landslide
32.2239,76.3226,monsoon,above_road,landslide
26.1295,91.7056,rain,,landslide
9.2171,126.1466,downpour,,landslide
