latitude,longitude,landslide_trigger,landslide_setting,landslide_category
28.01031874,84.37740614,downpour,,landslide
41.7246,74.4438,downpour,,mudslide
33.6423,-109.3279,rain,,mudslide
10.3333,123.0333,rain,,lahar
45.6182,-122.8089,downpour,,landslide
40.57,45.8107,downpour,,landslide
47.2671,-122.4471,downpour,above_road,mudslide
26.1314,91.7548,rain,,landslide
33.5405,74.3723,downpour,,landslide
10.5259,-66.9425,downpour,,mudslide
26.1699,94.4922,,,landslide
6.4123,100.293,continuous_rain,,landslide
44.4722,-123.4802,continuous_rain,above_road,landslide
34.9769,132.2294,downpour,,mudslide
26.1666,91.7042,continuous_rain,above_road,landslide
10.2462,77.582,downpour,,landslide
7.8471,126.0509,tropical_cyclone,,landslide
44.081,-122.7513,downpour,,landslide
42.175,26.5736,downpour,,landslide
-2.516,140.5146,downpour,,landslide
38.1944,15.4337,downpour,,landslide
20.8938,105.5845,downpour,above_river,riverbank_collapse
38.8758,-121.1358,rain,above_road,landslide
45.9111,-74.4678,rain,,landslide
40.5765,-111.6788,downpour,,landslide
42.6493,18.1014,downpour,natural_slope,rock_fall
37.8695,-122.521,downpour,,landslide
10.4669,-66.9431,downpour,,landslide
16.9643,120.8163,tropical_cyclone,,landslide
28.2,99.4,earthquake,,landslide
34.3618,-117.8098,continuous_rain,above_road,landslide
31.3161,103.8764,downpour,,mudslide
27.344,104.8805,downpour,,landslide
7.6447,80.8147,downpour,,landslide
45.0432,-110.732,downpour,,mudslide
31.8246,77.4702,snowfall_snowmelt,,landslide
-6.8255,106.742,rain,,landslide
36.2204,-81.4311,rain,,landslide
47.0708,-122.7007,downpour,above_road,mudslide
27.1141,88.4658,rain,,landslide
-19.366,-65.948,downpour,above_road,mudslide
21.23704301,92.19530189,downpour,,landslide
26.7636,119.2801,tropical_cyclone,,landslide
-20.9733,148.9689,,,landslide
46.0603,-122.8952,,above_road,landslide
44.4217,-121.8785,,above_road,landslide
44.5072,-114.2346,earthquake,above_road,rock_fall
-22.6567,-43.0398,downpour,,mudslide
47.4074,-102.7912,rain,,landslide
1.47,111.4116,,above_river,riverbank_collapse
40.5494,45.6449,downpour,,landslide
26.1407,91.7645,continuous_rain,,landslide
24.808,93.117,rain,,landslide
40.4191,-79.9647,downpour,,complex
28.5833,112.3735,rain,,landslide
23.6866,93.017,downpour,above_road,landslide
4.4982,101.3947,rain,other,landslide
31.07,103.49,downpour,,landslide
25.8877,94.7861,monsoon,,mudslide
47.717,-121.225,rain,above_road,mudslide
40.8826,-73.9227,rain,,mudslide
38.4006,-81.6171,rain,,mudslide
34.5443447,105.68288534,downpour,above_road,mudslide
30.28,109.48,downpour,,landslide
24.9111,94.4759,continuous_rain,above_road,landslide
56.2451,-4.8814,downpour,,landslide
-18.0873,177.3814,downpour,,landslide
18.0622,-76.7763,tropical_cyclone,,mudslide
45.6542,-121.5491,,above_road,landslide
33.1253,74.8288,downpour,,landslide
27.80766085,84.69570744,continuous_rain,above_road,landslide
38.7439,-104.8474,downpour,,mudslide
-2.5559,140.7156,downpour,,landslide
7.6804,122.1511,mining,,landslide
7.8675,123.3647,tropical_cyclone,above_road,landslide
33.1817,-117.0005,downpour,,landslide
36.127,-118.8093,downpour,,mudslide
48.0486,-119.9232,,above_road,mudslide
-29.4985,152.3913,rain,,landslide
50.8203367,-122.03592226,,above_road,rock_fall
27.2644,88.1365,downpour,,landslide
7.0653,125.6072,downpour,,landslide
52.6514,-2.4971,rain,,landslide
28.1901,83.6972,downpour,,landslide
7.8882,98.3071,rain,,complex
29.9111,109.5516,downpour,,landslide
-7.972,112.6278,rain,,landslide
39.1333,-84.662,downpour,,mudslide
-1.2631,36.8512,downpour,,complex
24.6997,85.6285,downpour,natural_slope,rock_fall
47.6261,-122.3667,construction,above_road,mudslide
27.7115,83.9072,,,landslide
-8.2876,114.9767,downpour,,landslide
8.3295,77.1963,downpour,,landslide
33.0086,74.9426,downpour,above_road,rock_fall
33.7354,-116.8146,rain,burned_area,debris_flow
43.1462,23.7144,construction,,landslide
22.3405,103.9989,,,landslide
-7.3683,112.7145,downpour,,landslide
45.5598,-123.8924,,above_road,landslide
49.0115,-124.8257,,above_road,landslide
10.2452,-66.5867,downpour,,mudslide
41.2554,-111.8305,rain,,landslide
52.9192,-2.1718,downpour,,landslide
8.6815,-70.7016,rain,,landslide
45.5772,-122.1198,,above_road,landslide
15.2892,-61.2642,downpour,,landslide
16.32713063,120.66018805,tropical_cyclone,,mudslide
47.7278,-122.2818,downpour,,landslide
3.142,101.6593,rain,,landslide
37.2199,69.7078,rain,,complex
21.0324,105.7586,downpour,above_river,riverbank_collapse
27.8324,84.5512,,above_road,landslide
10.0747,125.5672,downpour,,landslide
53.3799,-1.6613,downpour,,mudslide
54.9809,-5.96,,,landslide
35.6194,-82.3219,rain,,mudslide
42.2322,-123.6423,,above_road,landslide
36.1736,74.3001,rain,,landslide
34.0952,73.4942,continuous_rain,,landslide
16.3533,120.6763,,mine,landslide
13.921,-60.9402,tropical_cyclone,,landslide
38.009,-108.0462,downpour,above_road,mudslide
28.1436,84.6979,,above_river,landslide
47.6569,-120.2266,,above_road,rock_fall
29.9,81.1333,downpour,,landslide
6.706,-75.9917,downpour,,landslide
44.3998,-122.4302,,above_road,landslide
0.0072,-78.4781,earthquake,mine,rock_fall
32.9411,-117.2404,,below_road,landslide
19.056,-69.3822,tropical_cyclone,,complex
-7.3887,108.5802,downpour,,landslide
5.3511,100.2531,downpour,above_road,mudslide
11.3432,76.8285,,above_road,rock_fall
19.0402,72.9089,continuous_rain,,landslide
58.1728,-3.8575,downpour,above_road,landslide
28.1321,84.4723,continuous_rain,natural_slope,landslide
-38.2134,178.3197,downpour,,landslide
38.6725,-81.3907,downpour,above_road,landslide
-8.1062,115.2126,downpour,,landslide
35.3539,74.8595,downpour,,landslide
43.4066,-124.0499,,above_road,landslide
13.4379,-88.2756,rain,,debris_flow
40.3034,-79.8406,continuous_rain,above_road,landslide
14.8009,74.118,downpour,above_road,landslide
28.4202,84.8996,,,landslide
36.8499,-83.3133,,above_road,landslide
27.0095,88.2592,tropical_cyclone,,landslide
28.4493,82.9305,downpour,,landslide
13.3114,109.2094,downpour,,landslide
11.4991,76.4949,downpour,,landslide
44.8873,-124.027,,above_road,landslide
27.401,105.2866,rain,,landslide
10.7692,-61.4078,downpour,,landslide
39.3108,-119.5756,downpour,above_road,mudslide
15.3587,-61.2765,rain,below_road,landslide
35.3063,75.6414,downpour,,landslide
36.1718,-82.0016,,above_road,rock_fall
-7.3379,108.2004,rain,mine,landslide
28.178,83.6987,downpour,,landslide
8.7868,-82.8662,rain,,landslide
14.6395,-90.5268,,other,other
-22.945,-43.3223,downpour,,landslide
57.5232,-3.2089,downpour,,landslide
15.3739,73.8911,downpour,natural_slope,rock_fall
31.0826,78.066,,,landslide
34.1008,-118.1585,downpour,,complex
-8.2049,115.4104,downpour,,landslide
-39.0468,146.3552,downpour,,landslide
40.6357,-80.0271,downpour,,landslide
-28.0481,153.2456,downpour,,landslide
43.596,-91.2256,rain,,landslide
15.7156,73.8049,,,landslide
-23.7141,-46.4137,downpour,,landslide
41.3484,-73.4226,downpour,,mudslide
28.2405,116.6619,downpour,,landslide
45.8556,-118.906,,above_road,landslide
47.7246,-122.2811,rain,,mudslide
27.13862165,88.22551799,downpour,,landslide
27.2317,86.822,downpour,,landslide
47.23,-122.2575,downpour,,mudslide
35.7317,135.9804,tropical_cyclone,,mudslide
-22.9117,-43.0744,downpour,,landslide
-1.437,119.9833,downpour,,landslide
44.337,-121.995,,above_road,landslide
45.563,-117.5167,,above_road,landslide
43.2571,-124.2706,,above_road,landslide
21.786,83.8847,downpour,,landslide
34.0887,74.0227,downpour,,landslide
52.604,-8.2479,downpour,,mudslide
41.4184,-81.6849,downpour,,mudslide
47.2884,-120.4116,,natural_slope,landslide
18.418,121.0613,tropical_cyclone,,landslide
3.8581,-76.8501,downpour,,landslide
31.69137979,77.13222306,continuous_rain,above_road,landslide
51.7245,-2.3113,,above_road,landslide
-37.8023,145.0218,downpour,,landslide
21.6906,105.7952,downpour,,landslide
43.1391,-124.2858,,above_road,landslide
42.0549,-124.2683,,above_road,landslide
-33.9038,19.1565,rain,,mudslide
33.4702,73.8859,downpour,,landslide
33.9337,74.9985,rain,,landslide
5.9555,116.0924,downpour,,landslide
14.9102,-91.3605,tropical_cyclone,,landslide
39.2376,-8.6859,rain,,landslide
55.3022,-1.8699,,below_road,landslide
16.0203,-91.8946,tropical_cyclone,,complex
4.6889,96.6855,earthquake,,landslide
14.2202,-91.2264,,above_road,landslide
10.42450171,123.94280718,downpour,above_road,landslide
54.5888,-0.983,no_apparent_trigger,natural_slope,landslide
27.863,84.914,downpour,,complex
8.1112,98.3153,continuous_rain,above_road,landslide
37.8107,-83.8069,rain,,mudslide
54.4874,-0.6136,rain,,landslide
16.316,120.7414,tropical_cyclone,,landslide
-25.3689,-57.4476,mining,urban,landslide
8.5061,98.6715,downpour,,landslide
39.3707,-106.7839,rain,,mudslide
41.3431,72.9293,rain,above_river,mudslide
11.81,78.2253,,,landslide
43.6619,-123.6534,,above_road,landslide
24.995,121.57,tropical_cyclone,,complex
30.4517,78.1443,continuous_rain,above_road,landslide
24.992,105.8107,downpour,,landslide
24.2451,94.0691,rain,,landslide
14.0592,-87.155,downpour,urban,landslide
-18.0208,178.515,rain,,landslide
26.8811,88.2779,downpour,,landslide
-36.9706,148.3028,flooding,above_road,landslide
31.587,78.315,downpour,,landslide
27.30669194,86.77497513,continuous_rain,above_road,landslide
27.1675,88.3651,downpour,,landslide
42.228,-72.629,tropical_cyclone,,mudslide
43.3211,-2.4281,downpour,urban,rock_fall
29.5388,80.9963,monsoon,,landslide
34.4989,73.0549,mining,,mudslide
49.6547,-119.6991,,above_road,landslide
32.9112,-116.5369,downpour,,complex
50.9644,-4.1795,,above_road,landslide
-6.195,106.6254,downpour,,landslide
44.1447,39.0616,rain,,landslide
33.0107,74.9397,downpour,,landslide
16.8828,120.7802,tropical_cyclone,,landslide
30.7351,79.0666,downpour,,debris_flow
19.756,-72.206,downpour,urban,mudslide
-38.1543,145.11,rain,deforested_slope,landslide
36.8607,-121.687,downpour,,mudslide
1.0333,34.25,downpour,,landslide
-5.8141,-35.2059,continuous_rain,urban,landslide
34.8482,73.5651,downpour,above_road,landslide
40.7918,-77.7785,rain,,mudslide
16.5157,80.6525,downpour,,landslide
39.4279,-86.4209,downpour,,mudslide
47.2711,-122.452,continuous_rain,above_road,mudslide
9.9451,-84.3678,downpour,above_road,rock_fall
19.0811,73.0226,continuous_rain,,landslide
7.5206,80.7014,downpour,,landslide
23.1749,120.2974,tropical_cyclone,,mudslide
3.1498,101.704,downpour,urban,landslide
32.6598,76.853,downpour,,landslide
3.0879,101.687,downpour,,landslide
16.5127,120.6336,tropical_cyclone,,landslide
29.57990613,80.50476155,rain,,landslide
32.7571,77.4138,downpour,,landslide
-6.655,106.9059,downpour,above_road,landslide
31.8931,78.63,mining,,landslide
47.5564,-122.3485,downpour,,landslide
40.4407,-79.9928,downpour,,landslide
31.0358,78.8578,continuous_rain,above_road,rock_fall
-6.0082,-77.2506,downpour,,landslide
35.2361,-85.226,downpour,,complex
0.4671,35.5333,rain,,landslide
35.3599,73.9791,downpour,,landslide
10.182,123.6703,downpour,,landslide
29.3559,81.3097,mining,,mudslide
32.6506,110.7888,downpour,,landslide
33.1488,75.5526,downpour,,landslide
44.9344,-73.051,downpour,above_river,mudslide
-40.3271,175.8188,downpour,,landslide
30.5345,79.0853,rain,,landslide
-41.7073,173.9339,earthquake,,landslide
9.833,-3.1,rain,,mudslide
38.4262,-82.4781,downpour,,landslide
23.7313,92.7187,downpour,above_road,landslide
37.9478,-107.8548,rain,,landslide
26.8833,88.2833,rain,,landslide
38.9102,16.5877,downpour,,landslide
10.4867,-66.9211,downpour,,landslide
0.9039,123.0963,downpour,above_road,landslide
40.7331,-123.0545,,above_road,rock_fall
-22.8781,-43.0455,downpour,,landslide
19.19,73.009,downpour,above_road,landslide
47.9849,-113.6809,,below_road,landslide
47.7028,-121.957,downpour,,landslide
27.7167,88.5577,downpour,,landslide
13.9716,121.9162,rain,,landslide
37.4598,-82.6605,downpour,,mudslide
26.9986,95.4993,downpour,,landslide
35.8736,-93.9131,rain,other,mudslide
13.9719,-84.6701,rain,deforested_slope,landslide
40.7443,-74.0424,downpour,,mudslide
49.7701,-117.4619,snowfall_snowmelt,,mudslide
-21.3039,47.6346,tropical_cyclone,,mudslide
16.4034,120.5962,rain,,landslide
36.1316,-81.6885,downpour,,landslide
27.7,92.8,downpour,,landslide
25.5098,93.8794,continuous_rain,above_road,landslide
11.8348,75.4856,mining,urban,mudslide
11.7095,76.074,monsoon,,landslide
8.4966,123.3034,downpour,,landslide
49.1504,-122.4926,rain,,landslide
45.4257,-75.6896,,,landslide
29.6131,79.494,downpour,,landslide
-7.0132,110.4545,downpour,,landslide
10.2585,123.8196,,bluff,rock_fall
29.8901,95.5728,downpour,,mudslide
14.836,120.2761,rain,,landslide
40.2935,-105.529,tropical_cyclone,,landslide
-3.7027,128.1777,downpour,,landslide
34.154,-117.8632,downpour,burned_area,debris_flow
39.3194,-76.6163,downpour,retaining_wall,landslide
45.5328,-122.2346,,above_road,landslide
21.25,104,tropical_cyclone,,complex
5.3149,115.2202,continuous_rain,natural_slope,landslide
39.2515,-84.6515,downpour,,landslide
6.98,-75.15,downpour,,landslide
44.1504,-73.7605,no_apparent_trigger,natural_slope,rock_fall
9.2404,123.2211,rain,,landslide
40.8478,-73.6527,rain,retaining_wall,landslide
47.298,-120.1048,downpour,,debris_flow
38.4803,-81.9246,continuous_rain,above_road,landslide
30.3818,102.8154,rain,,landslide
43.6531,-123.8798,,above_road,landslide
57.2847,-3.8087,downpour,,landslide
10.43,123.9115,rain,,landslide
25.035,121.7648,tropical_cyclone,,rock_fall
33.8688,-117.6825,downpour,burned_area,debris_flow
16.455,120.56,tropical_cyclone,,landslide
22.2139,-159.5233,rain,,complex
15.4669,43.567,downpour,,rock_fall
45.5548,-123.8991,,above_road,landslide
15.5892,43.6319,downpour,,landslide
21.0853,92.1414,flooding,,landslide
27.3824,86.0567,downpour,,landslide
15.5918,-61.3731,rain,,landslide
47.8634,-122.282,rain,,landslide
15.6909,32.4165,mining,mine,landslide
10.5139,-66.9486,downpour,,landslide
45.5301,-122.7197,,above_road,landslide
20.0014,73.7917,,,landslide
44.137,-123.5991,downpour,above_road,rock_fall
8.4966,123.3034,rain,,landslide
8.8856,-75.7967,rain,,landslide
47.4074,-123.1412,downpour,,mudslide
25.3433,92.2897,downpour,,landslide
41.7269,-111.7928,,,mudslide
35.46,-105.19,downpour,,debris_flow
14.0831,-87.1978,downpour,,mudslide
46.6368,-121.3942,downpour,above_road,mudslide
12.3535,-84.8095,continuous_rain,,landslide
40.6525,-80.0671,downpour,,landslide
46.19,-123.1258,rain,,mudslide
53.0532,-8.6064,construction,deforested_slope,landslide
44.1159,-124.1216,,above_road,landslide
10.6949,-61.5611,downpour,,landslide
37.4633,-81.8206,downpour,,mudslide
13.3207,123.2658,tropical_cyclone,,landslide
12.8715,74.8862,downpour,,landslide
5.0882,118.4047,downpour,,landslide
47.5328,-122.073,rain,natural_slope,landslide
43.3135,12.3009,rain,retaining_wall,landslide
24.042,92.6724,downpour,above_road,landslide
23.0396,72.566,construction,,landslide
-22.9824,-43.2987,downpour,,landslide
30.5004,79.3888,downpour,,landslide
26.5984,106.7069,downpour,,landslide
10.2754,123.8252,tropical_cyclone,,landslide
39.7935,115.9423,downpour,,mudslide
27.0988,104.5767,continuous_rain,natural_slope,landslide
54.071,-4.7495,rain,bluff,rock_fall
35.1681,-5.2709,construction,mine,landslide
-22.9113,-43.067,downpour,,landslide
10.2466,-61.3092,downpour,,landslide
39.7407,-105.3525,,above_road,rock_fall
34.3591,73.4689,monsoon,,landslide
19.9166,94.3761,tropical_cyclone,,landslide
25.4786,94.1327,downpour,,landslide
44.4065,-123.9539,,above_road,landslide
37.64,-81.8769,rain,above_road,mudslide
36.1444,137.2532,downpour,urban,mudslide
27.6674,86.7174,downpour,,mudslide
39.2217,-123.2072,downpour,,mudslide
28.611,94.9829,downpour,,landslide
26.9599,88.268,downpour,,landslide
35.9,-84.5255,dam_embankment_collapse,,lahar
9.75,122.5,rain,,landslide
-22.9312,-43.2075,downpour,,mudslide
26.0349,101.4586,downpour,,landslide
43.312,-122.6815,,above_road,landslide
43.0163,-2.5293,downpour,,landslide
39.4078,-105.4724,downpour,above_road,mudslide
38.6081,-28.0235,tropical_cyclone,,mudslide
4.849,100.7599,downpour,above_road,mudslide
21.36945629,-157.78652406,rain,above_road,landslide
47.1017,-122.6066,rain,above_road,mudslide
-22.8988,-43.1175,downpour,,landslide
55.1356,-2.989,downpour,,landslide
43.862,7.829,downpour,,mudslide
19.2818,-96.3149,tropical_cyclone,,landslide
41.4906,72.3179,downpour,above_road,mudslide
8.6113,-71.6598,earthquake,above_road,rock_fall
45.54,-122.6836,rain,,mudslide
36.741,-121.7749,rain,above_road,rock_fall
15.33,108.2167,downpour,,landslide
29.4265,114.1492,tropical_cyclone,,landslide
34.2266,-118.0306,rain,,mudslide
50.6297,-1.1957,downpour,other,landslide
10.3128,125.1159,downpour,,landslide
7.70450669,126.14227302,continuous_rain,mine,landslide
37.4112,-110.4255,,above_road,rock_fall
33.623,72.9793,downpour,,landslide
9.46043004,98.90212373,downpour,,landslide
-20.3996,-43.465,dam_embankment_collapse,retaining_wall,mudslide
46.6521,-121.2355,downpour,,mudslide
13.2767,-61.1372,downpour,,landslide
45.3768,-121.6933,,natural_slope,rock_fall
45.4079,-122.5369,,above_road,landslide
28.172,85.0852,monsoon,natural_slope,landslide
47.7346,-122.2851,rain,,mudslide
1.3257,124.8399,mining,urban,mudslide
31.673,76.5338,rain,,landslide
19.9053,-70.963,rain,below_road,landslide
9.4425,-83.6293,tropical_cyclone,,landslide
37.50281087,70.44300821,rain,,landslide
6.4791,124.8142,downpour,,landslide
9.0539,-79.4945,downpour,,landslide
33.8575,-116.4518,downpour,,mudslide
37.9424,-107.8161,downpour,natural_slope,debris_flow
18.134,-76.4551,rain,above_road,landslide
44.6382,-123.2664,snowfall_snowmelt,,landslide
37.2131,-112.9409,,above_road,rock_fall
25.2193,90.5549,continuous_rain,above_road,landslide
23.9304,88.2374,rain,,landslide
17.1686,121.048,downpour,above_road,landslide
44.6239,-123.5551,,above_road,landslide
36.4628,74.6191,downpour,,landslide
-6.7947,106.7755,downpour,,landslide
17.3171,-62.796,rain,above_road,
9.826,125.6095,tropical_cyclone,,landslide
26.8692,88.4695,downpour,below_road,landslide
29.6042,79.5343,downpour,,landslide
-33.3667,-70.5833,downpour,,mudslide
14.6881,-90.486,rain,,landslide
37.6697,-119.902,,above_road,landslide
45.4966,-123.677,rain,above_road,landslide
45.2623,-122.6921,snowfall_snowmelt,above_road,rock_fall
2.0033,112.9675,downpour,,landslide
5.9681,-76.0113,rain,deforested_slope,mudslide
44.1228,-122.3953,rain,,landslide
36.5011,74.8899,downpour,,landslide
40.6553,-115.4195,downpour,,landslide
26.3186,94.5121,downpour,,landslide
20.3852,121.9206,downpour,above_road,other
44.5986,-123.5252,,above_road,
27.5862,80.1306,downpour,,landslide
37.8734,112.5626,downpour,,landslide
16.9603,120.9108,monsoon,above_road,rock_fall
60.4964,-150.0041,freeze_thaw,above_road,rock_fall
7.718,126.0436,downpour,,landslide
34.0712,-119.0125,downpour,,mudslide
45.1058,-72.5613,,deforested_slope,landslide
48.7191,-121.0087,snowfall_snowmelt,above_road,mudslide
39.5366,-111.1562,rain,,debris_flow
33.3307,75.1772,downpour,,landslide
52.3545,-127.698,rain,natural_slope,mudslide
45.6441,-123.3502,,above_road,landslide
34.141,74.6568,downpour,above_road,mudslide
44.2231,9.7197,downpour,,landslide
14.5189,107.8594,tropical_cyclone,,mudslide
28.2668,103.5681,rain,,landslide
38.4115,-122.8921,rain,above_road,landslide
36.7501,-118.7977,,above_road,rock_fall
44.9917,-123.8458,,above_road,landslide
23.9,99.0333,rain,,landslide
13.6409,-88.8699,tropical_cyclone,,complex
33.2483,75.2131,downpour,above_road,landslide
26.9015,88.4719,rain,above_road,landslide
28.7014,82.6513,downpour,,landslide
11.7792,78.2034,rain,,landslide
40.6489,-105.1748,downpour,,mudslide
-14.0731,-72.9562,downpour,,landslide
44.1247,-124.1258,,above_road,landslide
7.8354,125.3915,downpour,,landslide
15.9517,73.9958,rain,,landslide
29.3376357,79.48354487,downpour,below_road,landslide
32.80814437,-117.26561085,,bluff,landslide
10.8544,-13.3245,continuous_rain,,landslide
52.9523,-1.1277,downpour,,landslide
45.2252,-122.3394,,above_road,landslide
36.5763,-121.9112,rain,above_road,mudslide
49.1624,-123.8611,rain,,landslide
43.2334,-123.2294,,above_road,landslide
14.5854,121.0709,rain,,landslide
-4.1665,39.5664,continuous_rain,other,landslide
35.5898,-83.373,rain,,landslide
38.89801323,16.56566431,downpour,,mudslide
1.8702,-76.2146,downpour,,landslide
34.09,74.0256,downpour,,landslide
36.0938,110.6799,rain,,landslide
10.44,-84.6089,continuous_rain,below_road,landslide
29.0508,81.3,rain,,landslide
43.1604,-90.7085,downpour,,mudslide
17.4612,121.4255,tropical_cyclone,,landslide
38.0115,-108.0488,downpour,above_road,mudslide
37.0945,-83.1006,downpour,,mudslide
45.5635,-123.5828,,above_road,landslide
45.1974,-123.8294,,above_road,landslide
25.9702,91.8587,rain,above_road,landslide
28.6792,82.6789,downpour,,landslide
39.1209,-120.971,continuous_rain,,landslide
17.0854,-96.75,downpour,,mudslide
44.6792,-123.8629,,above_road,landslide
39.5015,-107.3021,rain,,mudslide
-29.954,30.866,rain,,mudslide
-20.07651697,148.47628779,continuous_rain,natural_slope,landslide
14.97,-89.29,tropical_cyclone,,mudslide
38.7275,-106.167,downpour,,landslide
0.8098,109.4949,mining,mine,
40.4981,-80.0038,downpour,,landslide
37.1873,-80.111,rain,above_road,mudslide
43.3045,-122.5226,,above_road,landslide
15.728,121.5989,tropical_cyclone,,landslide
44.3998,-123.8596,,above_road,landslide
32.3733,77.2498,downpour,,landslide
51.1993,-0.8242,downpour,,landslide
-33.35,-70.5167,downpour,,landslide
46.8621,11.1463,,natural_slope,rock_fall
40.4377,-79.916,rain,urban,landslide
39.5567,-119.2269,flooding,,mudslide
37.7663,-80.4306,rain,above_road,mudslide
25.3056,93.1265,downpour,,landslide
43.6691,-123.6525,,above_road,landslide
10.4447,-66.8545,downpour,,landslide
44.5558,38.063,downpour,,landslide
24.7992,93.948,downpour,,landslide
37.8559,-122.4944,downpour,,mudslide
16.427,120.587,tropical_cyclone,,landslide
16.3071,121.9836,downpour,,landslide
15.2422,-92.0738,rain,,landslide
34.2243,-118.2263,downpour,,mudslide
-41.2619,174.7929,earthquake,,landslide
42.5676,45.2472,downpour,natural_slope,mudslide
33.4372,75.2027,snowfall_snowmelt,,landslide
56.228,-4.8572,downpour,,landslide
26.7225,95.0281,monsoon,,mudslide
44.6575,-123.829,,above_road,landslide
36.8,-118.2,downpour,,mudslide
0.3172,32.581,rain,,landslide
50.5854,-127.0961,downpour,,landslide
24.6108,92.562,mining,mine,landslide
37.5513,-83.3614,rain,natural_slope,rock_fall
45.6912,-121.3028,,above_road,landslide
25.63961883,94.11112157,downpour,,landslide
38.4875,-81.3494,continuous_rain,above_road,mudslide
37.022,-122.0604,downpour,,mudslide
20.7641,-99.1474,tropical_cyclone,,mudslide
26.6582,107.9327,rain,,landslide
43.5735,-91.2006,downpour,,rock_fall
25.222,121.6048,downpour,,landslide
52.0722,0.4411,rain,above_road,landslide
40.070736,-75.326559,rain,above_road,mudslide
-7.8313,111.8408,downpour,,landslide
27.1303,87.8711,downpour,,landslide
13.5107,123.0319,continuous_rain,,landslide
27.1663,100.0692,downpour,,landslide
37.844,-122.1239,continuous_rain,natural_slope,mudslide
-44.6887,168.1281,downpour,,snow_avalanche
27.7368,86.1636,earthquake,natural_slope,landslide
42.5167,43.1667,downpour,,landslide
34.1042,72.46,rain,,debris_flow
31.348,77.4614,downpour,,landslide
1.3659,124.8317,downpour,above_road,landslide
35.1328,-85.3186,downpour,,mudslide
9.49739318,76.8696375,downpour,,landslide
17.0032,73.3572,downpour,,landslide
39.31,-106.93,downpour,,mudslide
40.1793,-83.1777,rain,,mudslide
48.0389,-122.4035,snowfall_snowmelt,,landslide
46.6436,-121.3797,,above_road,rock_fall
24.7594,97.5634,downpour,,mudslide
23.6244,105.7794,rain,above_road,rock_fall
60.5805,8.8143,downpour,,mudslide
-22.5657,17.1689,downpour,,mudslide
6.25,10.2667,,,landslide
38.8549,-121.1147,rain,,mudslide
34.1946,-118.9858,rain,burned_area,debris_flow
33.7112,-117.6428,rain,,complex
30.23936058,77.9558167,continuous_rain,above_road,landslide
38.52090057,-122.4720513,rain,above_road,rock_fall
20.85993653,-156.15931751,downpour,above_road,landslide
35.98028292,-121.48966984,rain,above_road,landslide
40.34649585,-79.7649782,,above_road,rock_fall
37.73969582,-122.44321605,continuous_rain,above_road,landslide
60.039944,11.181628,construction,,mudslide
1.481724,124.859026,rain,above_road,landslide
39.367245,-121.108961,rain,above_road,landslide
36.8837723,-82.67461254,downpour,natural_slope,landslide
36.23912968,-121.77477636,rain,below_road,landslide
25.178619,92.012806,mining,above_river,landslide
45.98329529,-122.42285088,rain,above_road,debris_flow
17.91377914,-76.3807032,continuous_rain,above_road,landslide
27.02099026,89.90712175,downpour,above_road,landslide
13.168639,-61.165938,rain,,landslide
-12.975659,-76.155795,downpour,above_road,landslide
50.77647805,-119.17444256,rain,above_road,mudslide
50.248237,-119.30521,rain,above_road,mudslide
-7.803124,111.845613,flooding,,landslide
-40.31050874,175.77623089,rain,above_road,landslide
4.84873723,101.82078722,downpour,above_road,landslide
-38.70743,174.616841,rain,above_road,landslide
22.97758595,91.80439129,downpour,natural_slope,landslide
47.53222,-122.021859,rain,above_road,mudslide
5.53474079,8.03500413,other,above_river,landslide
34.48790177,-119.30540804,rain,above_road,rock_fall
42.759463,-91.096206,,above_road,rock_fall
50.78852866,-119.10139822,downpour,above_road,mudslide
10.36635804,123.87984875,,above_road,landslide
49.14619326,-116.76190535,rain,above_road,mudslide
23.65637182,93.02746602,continuous_rain,above_road,landslide
33.40832011,75.20596208,continuous_rain,above_road,landslide
37.12566076,-82.81854517,rain,above_road,mudslide
33.17580726,75.81055668,rain,above_road,rock_fall
28.471897,84.811891,downpour,natural_slope,landslide
48.694816,-116.311247,continuous_rain,above_road,mudslide
18.14814456,-76.86218625,continuous_rain,above_road,landslide
-38.78159,143.427857,flooding,,landslide
41.70380755,-112.12396975,snowfall_snowmelt,natural_slope,mudslide
-37.73674273,176.28774829,tropical_cyclone,natural_slope,landslide
34.08329546,-118.70405682,downpour,above_road,rock_fall
32.9134621,-107.77358937,,above_road,rock_fall
45.629207,-122.822548,rain,above_road,landslide
24.70412149,92.23034662,rain,natural_slope,landslide
35.4781125,73.27650031,rain,above_road,landslide
38.07540319,-82.59402528,downpour,above_road,mudslide
25.995587,101.829855,,natural_slope,landslide
35.03832793,72.89541201,snowfall_snowmelt,natural_slope,landslide
-4.84349881,38.30385343,continuous_rain,above_road,landslide
50.7920428,-119.082588,rain,above_road,mudslide
9.77418431,123.52974189,rain,urban,landslide
-36.784719,175.016756,downpour,above_road,landslide
23.438189,91.125374,construction,natural_slope,landslide
18.77184156,94.69073973,,burned_area,landslide
18.75470058,94.68480103,,burned_area,landslide
18.73659708,94.68733921,,burned_area,landslide
18.72997864,94.68343865,,burned_area,landslide
18.73987511,94.7012727,,burned_area,landslide
18.70746856,94.67390816,,burned_area,landslide
18.72608432,94.69056661,,burned_area,landslide
18.74336404,94.67860891,,burned_area,landslide
